status,gap,time_s,objective_value,active_vars,instance,method,restrictions,CPLEX_settings
integer optimal solution,0.0,9.554,420.0,"{'x_1_49': 1.0, 'x_2_38': 1.0, 'x_3_36': 1.0, 'x_4_31': 1.0, 'x_5_22': 1.0, 'x_6_24': 1.0, 'x_7_14': 1.0, 'x_8_26': 1.0, 'x_9_23': 1.0, 'x_10_53': 1.0, 'x_11_15': 1.0, 'x_12_37': 1.0, 'x_13_27': 1.0, 'x_14_9': 1.0, 'x_15_34': 1.0, 'x_16_46': 1.0, 'x_17_91': 1.0, 'x_18_96': 1.0, 'x_19_35': 1.0, 'x_20_13': 1.0, 'x_21_75': 1.0, 'x_22_19': 1.0, 'x_23_68': 1.0, 'x_24_99': 1.0, 'x_25_39': 1.0, 'x_26_7': 1.0, 'x_27_86': 1.0, 'x_28_84': 1.0, 'x_29_10': 1.0, 'x_30_78': 1.0, 'x_31_48': 1.0, 'x_32_12': 1.0, 'x_33_28': 1.0, 'x_34_4': 1.0, 'x_35_85': 1.0, 'x_36_41': 1.0, 'x_37_90': 1.0, 'x_38_79': 1.0, 'x_39_42': 1.0, 'x_40_44': 1.0, 'x_41_6': 1.0, 'x_42_1': 1.0, 'x_43_60': 1.0, 'x_44_57': 1.0, 'x_45_8': 1.0, 'x_46_87': 1.0, 'x_47_40': 1.0, 'x_48_29': 1.0, 'x_49_62': 1.0, 'x_50_30': 1.0, 'x_51_43': 1.0, 'x_52_21': 1.0, 'x_53_20': 1.0, 'x_54_88': 1.0, 'x_55_47': 1.0, 'x_56_71': 1.0, 'x_57_69': 1.0, 'x_58_5': 1.0, 'x_59_77': 1.0, 'x_60_59': 1.0, 'x_61_64': 1.0, 'x_62_83': 1.0, 'x_63_80': 1.0, 'x_64_16': 1.0, 'x_65_89': 1.0, 'x_66_63': 1.0, 'x_67_61': 1.0, 'x_68_74': 1.0, 'x_69_45': 1.0, 'x_70_67': 1.0, 'x_71_54': 1.0, 'x_72_11': 1.0, 'x_73_58': 1.0, 'x_74_100': 1.0, 'x_75_93': 1.0, 'x_76_92': 1.0, 'x_77_56': 1.0, 'x_78_72': 1.0, 'x_79_76': 1.0, 'x_80_95': 1.0, 'x_81_25': 1.0, 'x_82_98': 1.0, 'x_83_73': 1.0, 'x_84_66': 1.0, 'x_85_3': 1.0, 'x_86_33': 1.0, 'x_87_32': 1.0, 'x_88_94': 1.0, 'x_89_70': 1.0, 'x_90_81': 1.0, 'x_91_50': 1.0, 'x_92_18': 1.0, 'x_93_2': 1.0, 'x_94_17': 1.0, 'x_95_97': 1.0, 'x_96_55': 1.0, 'x_97_82': 1.0, 'x_98_65': 1.0, 'x_99_52': 1.0, 'x_100_51': 1.0}",extralarge_instance,Nuevo,"Min_No_Camion=Disabled, Max_Bicis=50, Max_Autos=25",{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,11.324,420.0,"{'x_1_49': 1.0, 'x_2_38': 1.0, 'x_3_36': 1.0, 'x_4_31': 1.0, 'x_5_22': 1.0, 'x_6_24': 1.0, 'x_7_14': 1.0, 'x_8_26': 1.0, 'x_9_23': 1.0, 'x_10_53': 1.0, 'x_11_15': 1.0, 'x_12_37': 1.0, 'x_13_27': 1.0, 'x_14_9': 1.0, 'x_15_34': 1.0, 'x_16_46': 1.0, 'x_17_91': 1.0, 'x_18_96': 1.0, 'x_19_35': 1.0, 'x_20_13': 1.0, 'x_21_75': 1.0, 'x_22_19': 1.0, 'x_23_68': 1.0, 'x_24_99': 1.0, 'x_25_39': 1.0, 'x_26_7': 1.0, 'x_27_86': 1.0, 'x_28_84': 1.0, 'x_29_10': 1.0, 'x_30_78': 1.0, 'x_31_48': 1.0, 'x_32_12': 1.0, 'x_33_28': 1.0, 'x_34_4': 1.0, 'x_35_85': 1.0, 'x_36_41': 1.0, 'x_37_90': 1.0, 'x_38_79': 1.0, 'x_39_42': 1.0, 'x_40_44': 1.0, 'x_41_6': 1.0, 'x_42_1': 1.0, 'x_43_60': 1.0, 'x_44_57': 1.0, 'x_45_8': 1.0, 'x_46_87': 1.0, 'x_47_40': 1.0, 'x_48_29': 1.0, 'x_49_62': 1.0, 'x_50_30': 1.0, 'x_51_43': 1.0, 'x_52_21': 1.0, 'x_53_20': 1.0, 'x_54_88': 1.0, 'x_55_47': 1.0, 'x_56_71': 1.0, 'x_57_69': 1.0, 'x_58_5': 1.0, 'x_59_77': 1.0, 'x_60_59': 1.0, 'x_61_64': 1.0, 'x_62_83': 1.0, 'x_63_80': 1.0, 'x_64_16': 1.0, 'x_65_89': 1.0, 'x_66_63': 1.0, 'x_67_61': 1.0, 'x_68_74': 1.0, 'x_69_45': 1.0, 'x_70_67': 1.0, 'x_71_54': 1.0, 'x_72_11': 1.0, 'x_73_58': 1.0, 'x_74_100': 1.0, 'x_75_93': 1.0, 'x_76_92': 1.0, 'x_77_56': 1.0, 'x_78_72': 1.0, 'x_79_76': 1.0, 'x_80_95': 1.0, 'x_81_25': 1.0, 'x_82_98': 1.0, 'x_83_73': 1.0, 'x_84_66': 1.0, 'x_85_3': 1.0, 'x_86_33': 1.0, 'x_87_32': 1.0, 'x_88_94': 1.0, 'x_89_70': 1.0, 'x_90_81': 1.0, 'x_91_50': 1.0, 'x_92_18': 1.0, 'x_93_2': 1.0, 'x_94_17': 1.0, 'x_95_97': 1.0, 'x_96_55': 1.0, 'x_97_82': 1.0, 'x_98_65': 1.0, 'x_99_52': 1.0, 'x_100_51': 1.0}",extralarge_instance,Nuevo,All restrictions disabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,10.744,420.0,"{'x_1_49': 1.0, 'x_2_38': 1.0, 'x_3_36': 1.0, 'x_4_31': 1.0, 'x_5_22': 1.0, 'x_6_24': 1.0, 'x_7_14': 1.0, 'x_8_26': 1.0, 'x_9_23': 1.0, 'x_10_53': 1.0, 'x_11_15': 1.0, 'x_12_37': 1.0, 'x_13_27': 1.0, 'x_14_9': 1.0, 'x_15_34': 1.0, 'x_16_46': 1.0, 'x_17_91': 1.0, 'x_18_96': 1.0, 'x_19_35': 1.0, 'x_20_13': 1.0, 'x_21_75': 1.0, 'x_22_19': 1.0, 'x_23_68': 1.0, 'x_24_99': 1.0, 'x_25_39': 1.0, 'x_26_7': 1.0, 'x_27_86': 1.0, 'x_28_84': 1.0, 'x_29_10': 1.0, 'x_30_78': 1.0, 'x_31_48': 1.0, 'x_32_12': 1.0, 'x_33_28': 1.0, 'x_34_4': 1.0, 'x_35_85': 1.0, 'x_36_41': 1.0, 'x_37_90': 1.0, 'x_38_79': 1.0, 'x_39_42': 1.0, 'x_40_44': 1.0, 'x_41_6': 1.0, 'x_42_1': 1.0, 'x_43_60': 1.0, 'x_44_57': 1.0, 'x_45_8': 1.0, 'x_46_87': 1.0, 'x_47_40': 1.0, 'x_48_29': 1.0, 'x_49_62': 1.0, 'x_50_30': 1.0, 'x_51_43': 1.0, 'x_52_21': 1.0, 'x_53_20': 1.0, 'x_54_88': 1.0, 'x_55_47': 1.0, 'x_56_71': 1.0, 'x_57_69': 1.0, 'x_58_5': 1.0, 'x_59_77': 1.0, 'x_60_59': 1.0, 'x_61_64': 1.0, 'x_62_83': 1.0, 'x_63_80': 1.0, 'x_64_16': 1.0, 'x_65_89': 1.0, 'x_66_63': 1.0, 'x_67_61': 1.0, 'x_68_74': 1.0, 'x_69_45': 1.0, 'x_70_67': 1.0, 'x_71_54': 1.0, 'x_72_11': 1.0, 'x_73_58': 1.0, 'x_74_100': 1.0, 'x_75_93': 1.0, 'x_76_92': 1.0, 'x_77_56': 1.0, 'x_78_72': 1.0, 'x_79_76': 1.0, 'x_80_95': 1.0, 'x_81_25': 1.0, 'x_82_98': 1.0, 'x_83_73': 1.0, 'x_84_66': 1.0, 'x_85_3': 1.0, 'x_86_33': 1.0, 'x_87_32': 1.0, 'x_88_94': 1.0, 'x_89_70': 1.0, 'x_90_81': 1.0, 'x_91_50': 1.0, 'x_92_18': 1.0, 'x_93_2': 1.0, 'x_94_17': 1.0, 'x_95_97': 1.0, 'x_96_55': 1.0, 'x_97_82': 1.0, 'x_98_65': 1.0, 'x_99_52': 1.0, 'x_100_51': 1.0}",extralarge_instance,Nuevo,Exclusivos=Enabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,11.295,420.0,"{'x_1_49': 1.0, 'x_2_38': 1.0, 'x_3_36': 1.0, 'x_4_31': 1.0, 'x_5_22': 1.0, 'x_6_24': 1.0, 'x_7_14': 1.0, 'x_8_26': 1.0, 'x_9_23': 1.0, 'x_10_53': 1.0, 'x_11_15': 1.0, 'x_12_37': 1.0, 'x_13_27': 1.0, 'x_14_9': 1.0, 'x_15_34': 1.0, 'x_16_46': 1.0, 'x_17_91': 1.0, 'x_18_96': 1.0, 'x_19_35': 1.0, 'x_20_13': 1.0, 'x_21_75': 1.0, 'x_22_19': 1.0, 'x_23_68': 1.0, 'x_24_99': 1.0, 'x_25_39': 1.0, 'x_26_7': 1.0, 'x_27_86': 1.0, 'x_28_84': 1.0, 'x_29_10': 1.0, 'x_30_78': 1.0, 'x_31_48': 1.0, 'x_32_12': 1.0, 'x_33_28': 1.0, 'x_34_4': 1.0, 'x_35_85': 1.0, 'x_36_41': 1.0, 'x_37_90': 1.0, 'x_38_79': 1.0, 'x_39_42': 1.0, 'x_40_44': 1.0, 'x_41_6': 1.0, 'x_42_1': 1.0, 'x_43_60': 1.0, 'x_44_57': 1.0, 'x_45_8': 1.0, 'x_46_87': 1.0, 'x_47_40': 1.0, 'x_48_29': 1.0, 'x_49_62': 1.0, 'x_50_30': 1.0, 'x_51_43': 1.0, 'x_52_21': 1.0, 'x_53_20': 1.0, 'x_54_88': 1.0, 'x_55_47': 1.0, 'x_56_71': 1.0, 'x_57_69': 1.0, 'x_58_5': 1.0, 'x_59_77': 1.0, 'x_60_59': 1.0, 'x_61_64': 1.0, 'x_62_83': 1.0, 'x_63_80': 1.0, 'x_64_16': 1.0, 'x_65_89': 1.0, 'x_66_63': 1.0, 'x_67_61': 1.0, 'x_68_74': 1.0, 'x_69_45': 1.0, 'x_70_67': 1.0, 'x_71_54': 1.0, 'x_72_11': 1.0, 'x_73_58': 1.0, 'x_74_100': 1.0, 'x_75_93': 1.0, 'x_76_92': 1.0, 'x_77_56': 1.0, 'x_78_72': 1.0, 'x_79_76': 1.0, 'x_80_95': 1.0, 'x_81_25': 1.0, 'x_82_98': 1.0, 'x_83_73': 1.0, 'x_84_66': 1.0, 'x_85_3': 1.0, 'x_86_33': 1.0, 'x_87_32': 1.0, 'x_88_94': 1.0, 'x_89_70': 1.0, 'x_90_81': 1.0, 'x_91_50': 1.0, 'x_92_18': 1.0, 'x_93_2': 1.0, 'x_94_17': 1.0, 'x_95_97': 1.0, 'x_96_55': 1.0, 'x_97_82': 1.0, 'x_98_65': 1.0, 'x_99_52': 1.0, 'x_100_51': 1.0}",extralarge_instance,Nuevo,Refrigerados=Enabled,{'ns2_hf5_cuts1_ps1'}
time limit exceeded,0.06873614190685144,633.019,451.0,"{'x_1_42': 1.0, 'x_2_93': 1.0, 'x_3_85': 1.0, 'x_4_19': 1.0, 'x_5_58': 1.0, 'x_6_41': 1.0, 'x_7_26': 1.0, 'x_8_45': 1.0, 'x_9_23': 1.0, 'x_10_55': 1.0, 'x_11_15': 1.0, 'x_12_32': 1.0, 'x_13_20': 1.0, 'x_14_9': 1.0, 'x_15_34': 1.0, 'x_16_64': 1.0, 'x_17_91': 1.0, 'x_18_79': 1.0, 'x_19_22': 1.0, 'x_20_37': 1.0, 'x_21_27': 1.0, 'x_22_75': 1.0, 'x_23_68': 1.0, 'x_24_6': 1.0, 'x_25_39': 1.0, 'x_26_8': 1.0, 'x_27_13': 1.0, 'x_28_33': 1.0, 'x_29_3': 1.0, 'x_30_78': 1.0, 'x_31_48': 1.0, 'x_32_87': 1.0, 'x_33_86': 1.0, 'x_34_4': 1.0, 'x_35_7': 1.0, 'x_36_53': 1.0, 'x_37_12': 1.0, 'x_38_2': 1.0, 'x_39_5': 1.0, 'x_40_14': 1.0, 'x_41_36': 1.0, 'x_42_52': 1.0, 'x_43_60': 1.0, 'x_44_81': 1.0, 'x_45_69': 1.0, 'x_46_16': 1.0, 'x_47_40': 1.0, 'x_48_29': 1.0, 'x_49_1': 1.0, 'x_50_30': 1.0, 'x_51_43': 1.0, 'x_52_99': 1.0, 'x_53_10': 1.0, 'x_54_88': 1.0, 'x_55_47': 1.0, 'x_56_71': 1.0, 'x_57_44': 1.0, 'x_58_73': 1.0, 'x_59_77': 1.0, 'x_60_59': 1.0, 'x_61_67': 1.0, 'x_62_49': 1.0, 'x_63_66': 1.0, 'x_64_61': 1.0, 'x_65_98': 1.0, 'x_66_84': 1.0, 'x_67_70': 1.0, 'x_68_74': 1.0, 'x_69_57': 1.0, 'x_70_89': 1.0, 'x_71_54': 1.0, 'x_72_11': 1.0, 'x_73_83': 1.0, 'x_74_100': 1.0, 'x_75_21': 1.0, 'x_76_92': 1.0, 'x_77_56': 1.0, 'x_78_72': 1.0, 'x_79_38': 1.0, 'x_80_63': 1.0, 'x_81_25': 1.0, 'x_82_97': 1.0, 'x_83_62': 1.0, 'x_84_28': 1.0, 'x_85_35': 1.0, 'x_86_76': 1.0, 'x_87_46': 1.0, 'x_88_94': 1.0, 'x_89_65': 1.0, 'x_91_50': 1.0, 'x_92_18': 1.0, 'x_93_31': 1.0, 'x_94_17': 1.0, 'x_95_80': 1.0, 'x_97_95': 1.0, 'x_98_82': 1.0, 'x_99_24': 1.0, 'x_100_51': 1.0, 'bici_30_90': 1.0, 'bici_30_96': 1.0, 'y_bici_30': 1.0}",extralarge_instance,Nuevo,Precedencia=Enabled,{'ns2_hf5_cuts1_ps1'}
integer optimal solution,0.0,3.187,2015.0,"{'x_1_4': 1.0, 'x_2_34': 1.0, 'x_3_32': 1.0, 'x_4_24': 1.0, 'x_5_59': 1.0, 'x_6_45': 1.0, 'x_7_38': 1.0, 'x_8_2': 1.0, 'x_9_49': 1.0, 'x_10_9': 1.0, 'x_11_23': 1.0, 'x_12_6': 1.0, 'x_13_42': 1.0, 'x_14_18': 1.0, 'x_15_52': 1.0, 'x_16_33': 1.0, 'x_17_50': 1.0, 'x_18_37': 1.0, 'x_19_25': 1.0, 'x_20_39': 1.0, 'x_21_7': 1.0, 'x_22_11': 1.0, 'x_23_13': 1.0, 'x_24_5': 1.0, 'x_25_35': 1.0, 'x_26_3': 1.0, 'x_27_29': 1.0, 'x_28_16': 1.0, 'x_29_17': 1.0, 'x_30_21': 1.0, 'x_31_41': 1.0, 'x_32_46': 1.0, 'x_33_40': 1.0, 'x_34_56': 1.0, 'x_35_10': 1.0, 'x_36_15': 1.0, 'x_37_48': 1.0, 'x_38_47': 1.0, 'x_39_8': 1.0, 'x_40_57': 1.0, 'x_41_36': 1.0, 'x_42_51': 1.0, 'x_43_30': 1.0, 'x_44_19': 1.0, 'x_45_58': 1.0, 'x_46_31': 1.0, 'x_47_14': 1.0, 'x_48_55': 1.0, 'x_49_20': 1.0, 'x_50_1': 1.0, 'x_51_28': 1.0, 'x_52_44': 1.0, 'x_53_54': 1.0, 'x_54_12': 1.0, 'x_55_22': 1.0, 'x_56_53': 1.0, 'x_57_27': 1.0, 'x_58_60': 1.0, 'x_59_26': 1.0, 'x_60_43': 1.0}",longDistances_instance,Actual,All,{'ns0_hf0_cuts0_ps1'}
integer optimal solution,0.0,3.217,2015.0,"{'x_1_4': 1.0, 'x_2_34': 1.0, 'x_3_32': 1.0, 'x_4_24': 1.0, 'x_5_59': 1.0, 'x_6_45': 1.0, 'x_7_38': 1.0, 'x_8_2': 1.0, 'x_9_49': 1.0, 'x_10_9': 1.0, 'x_11_23': 1.0, 'x_12_6': 1.0, 'x_13_42': 1.0, 'x_14_18': 1.0, 'x_15_52': 1.0, 'x_16_33': 1.0, 'x_17_50': 1.0, 'x_18_37': 1.0, 'x_19_25': 1.0, 'x_20_39': 1.0, 'x_21_7': 1.0, 'x_22_11': 1.0, 'x_23_13': 1.0, 'x_24_5': 1.0, 'x_25_35': 1.0, 'x_26_3': 1.0, 'x_27_29': 1.0, 'x_28_16': 1.0, 'x_29_17': 1.0, 'x_30_21': 1.0, 'x_31_41': 1.0, 'x_32_46': 1.0, 'x_33_40': 1.0, 'x_34_56': 1.0, 'x_35_10': 1.0, 'x_36_15': 1.0, 'x_37_48': 1.0, 'x_38_47': 1.0, 'x_39_8': 1.0, 'x_40_57': 1.0, 'x_41_36': 1.0, 'x_42_51': 1.0, 'x_43_30': 1.0, 'x_44_19': 1.0, 'x_45_58': 1.0, 'x_46_31': 1.0, 'x_47_14': 1.0, 'x_48_55': 1.0, 'x_49_20': 1.0, 'x_50_1': 1.0, 'x_51_28': 1.0, 'x_52_44': 1.0, 'x_53_54': 1.0, 'x_54_12': 1.0, 'x_55_22': 1.0, 'x_56_53': 1.0, 'x_57_27': 1.0, 'x_58_60': 1.0, 'x_59_26': 1.0, 'x_60_43': 1.0}",longDistances_instance,Actual,All,{'ns0_hf10_cuts0_ps1'}
integer optimal solution,0.0,3.941,2015.0,"{'x_1_4': 1.0, 'x_2_34': 1.0, 'x_3_32': 1.0, 'x_4_24': 1.0, 'x_5_59': 1.0, 'x_6_45': 1.0, 'x_7_38': 1.0, 'x_8_2': 1.0, 'x_9_49': 1.0, 'x_10_9': 1.0, 'x_11_23': 1.0, 'x_12_6': 1.0, 'x_13_42': 1.0, 'x_14_18': 1.0, 'x_15_52': 1.0, 'x_16_33': 1.0, 'x_17_50': 1.0, 'x_18_37': 1.0, 'x_19_25': 1.0, 'x_20_39': 1.0, 'x_21_7': 1.0, 'x_22_11': 1.0, 'x_23_13': 1.0, 'x_24_5': 1.0, 'x_25_35': 1.0, 'x_26_3': 1.0, 'x_27_29': 1.0, 'x_28_16': 1.0, 'x_29_17': 1.0, 'x_30_21': 1.0, 'x_31_41': 1.0, 'x_32_46': 1.0, 'x_33_40': 1.0, 'x_34_56': 1.0, 'x_35_10': 1.0, 'x_36_15': 1.0, 'x_37_48': 1.0, 'x_38_47': 1.0, 'x_39_8': 1.0, 'x_40_57': 1.0, 'x_41_36': 1.0, 'x_42_51': 1.0, 'x_43_30': 1.0, 'x_44_19': 1.0, 'x_45_58': 1.0, 'x_46_31': 1.0, 'x_47_14': 1.0, 'x_48_55': 1.0, 'x_49_20': 1.0, 'x_50_1': 1.0, 'x_51_28': 1.0, 'x_52_44': 1.0, 'x_53_54': 1.0, 'x_54_12': 1.0, 'x_55_22': 1.0, 'x_56_53': 1.0, 'x_57_27': 1.0, 'x_58_60': 1.0, 'x_59_26': 1.0, 'x_60_43': 1.0}",longDistances_instance,Actual,All,{'ns0_hf1_cuts0_ps0'}
integer optimal solution,0.0,133.485,2632.0,"{'x_1_13': 1.0, 'x_2_8': 1.0, 'x_3_2': 1.0, 'x_5_7': 1.0, 'x_6_45': 1.0, 'x_7_33': 1.0, 'x_8_39': 1.0, 'x_9_10': 1.0, 'x_10_35': 1.0, 'x_12_6': 1.0, 'x_13_42': 1.0, 'x_14_22': 1.0, 'x_15_16': 1.0, 'x_16_12': 1.0, 'x_19_44': 1.0, 'x_20_49': 1.0, 'x_21_50': 1.0, 'x_22_3': 1.0, 'x_25_19': 1.0, 'x_27_36': 1.0, 'x_30_21': 1.0, 'x_31_46': 1.0, 'x_33_27': 1.0, 'x_35_25': 1.0, 'x_36_41': 1.0, 'x_37_48': 1.0, 'x_39_20': 1.0, 'x_41_31': 1.0, 'x_42_51': 1.0, 'x_43_30': 1.0, 'x_44_52': 1.0, 'x_45_43': 1.0, 'x_46_37': 1.0, 'x_48_14': 1.0, 'x_49_9': 1.0, 'x_50_1': 1.0, 'x_51_56': 1.0, 'x_52_15': 1.0, 'x_53_5': 1.0, 'x_56_53': 1.0, 'auto_3_4': 1.0, 'auto_3_23': 1.0, 'auto_3_26': 1.0, 'auto_3_40': 1.0, 'auto_3_55': 1.0, 'auto_16_17': 1.0, 'auto_16_32': 1.0, 'auto_16_38': 1.0, 'auto_16_47': 1.0, 'auto_16_58': 1.0, 'auto_46_11': 1.0, 'auto_46_18': 1.0, 'auto_46_24': 1.0, 'auto_46_34': 1.0, 'auto_46_54': 1.0, 'auto_50_28': 1.0, 'auto_50_29': 1.0, 'auto_50_57': 1.0, 'auto_50_59': 1.0, 'auto_50_60': 1.0, 'y_auto_3': 1.0, 'y_auto_16': 1.0, 'y_auto_46': 1.0, 'y_auto_50': 1.0}",longDistances_instance,Nuevo,All,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,63.242,2026.9999999999952,"{'x_1_4': 1.0, 'x_2_8': 1.0, 'x_3_22': 1.0, 'x_4_24': 1.0, 'x_5_59': 1.0, 'x_6_45': 1.0, 'x_7_33': 1.0, 'x_8_39': 1.0, 'x_9_10': 1.0, 'x_10_35': 1.0, 'x_11_23': 1.0, 'x_12_6': 1.0, 'x_13_42': 1.0, 'x_14_18': 1.0, 'x_15_36': 1.0, 'x_16_12': 1.0, 'x_17_48': 1.0, 'x_18_37': 1.0, 'x_19_44': 1.0, 'x_20_49': 1.0, 'x_21_50': 1.0, 'x_22_11': 1.0, 'x_23_13': 1.0, 'x_24_5': 1.0, 'x_25_19': 1.0, 'x_27_29': 1.0, 'x_28_16': 1.0, 'x_29_17': 1.0, 'x_30_21': 1.0, 'x_31_46': 1.0, 'x_33_40': 1.0, 'x_34_2': 1.0, 'x_35_25': 1.0, 'x_36_41': 1.0, 'x_37_38': 1.0, 'x_38_47': 1.0, 'x_39_20': 1.0, 'x_40_57': 1.0, 'x_41_31': 1.0, 'x_42_51': 1.0, 'x_43_30': 1.0, 'x_44_52': 1.0, 'x_45_58': 1.0, 'x_46_55': 1.0, 'x_47_54': 1.0, 'x_48_14': 1.0, 'x_49_9': 1.0, 'x_50_1': 1.0, 'x_51_28': 1.0, 'x_52_15': 1.0, 'x_53_56': 1.0, 'x_54_53': 1.0, 'x_55_3': 1.0, 'x_56_34': 1.0, 'x_57_27': 1.0, 'x_58_60': 1.0, 'x_59_7': 1.0, 'x_60_43': 1.0, 'bici_3_26': 1.0, 'bici_3_32': 1.0, 'y_bici_3': 1.0}",longDistances_instance,Nuevo,Min_No_Camion=False,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,14.983,2380.0,"{'x_1_4': 1.0, 'x_4_24': 1.0, 'x_6_45': 1.0, 'x_7_21': 1.0, 'x_9_10': 1.0, 'x_10_35': 1.0, 'x_13_42': 1.0, 'x_14_58': 1.0, 'x_15_16': 1.0, 'x_16_33': 1.0, 'x_17_48': 1.0, 'x_19_44': 1.0, 'x_20_40': 1.0, 'x_21_50': 1.0, 'x_22_9': 1.0, 'x_24_13': 1.0, 'x_25_19': 1.0, 'x_27_29': 1.0, 'x_28_6': 1.0, 'x_29_17': 1.0, 'x_31_46': 1.0, 'x_33_7': 1.0, 'x_35_25': 1.0, 'x_37_38': 1.0, 'x_38_47': 1.0, 'x_39_20': 1.0, 'x_40_57': 1.0, 'x_41_31': 1.0, 'x_42_51': 1.0, 'x_44_52': 1.0, 'x_45_39': 1.0, 'x_46_55': 1.0, 'x_47_14': 1.0, 'x_48_37': 1.0, 'x_50_1': 1.0, 'x_51_28': 1.0, 'x_52_15': 1.0, 'x_55_22': 1.0, 'x_57_27': 1.0, 'x_58_41': 1.0, 'auto_7_34': 1.0, 'auto_7_49': 1.0, 'auto_7_56': 1.0, 'auto_7_59': 1.0, 'auto_7_60': 1.0, 'auto_15_3': 1.0, 'auto_15_8': 1.0, 'auto_15_11': 1.0, 'auto_15_18': 1.0, 'auto_15_32': 1.0, 'auto_35_12': 1.0, 'auto_35_30': 1.0, 'auto_35_43': 1.0, 'auto_35_53': 1.0, 'auto_35_54': 1.0, 'auto_50_2': 1.0, 'auto_50_5': 1.0, 'auto_50_23': 1.0, 'auto_50_26': 1.0, 'auto_50_36': 1.0, 'y_auto_7': 1.0, 'y_auto_15': 1.0, 'y_auto_35': 1.0, 'y_auto_50': 1.0}",longDistances_instance,Nuevo,Exclusivos=Disabled,{'ns0_hf1_cuts0_ps1'}
integer optimal solution,0.0,133.108,2632.0,"{'x_1_13': 1.0, 'x_2_8': 1.0, 'x_3_2': 1.0, 'x_5_7': 1.0, 'x_6_45': 1.0, 'x_7_33': 1.0, 'x_8_39': 1.0, 'x_9_10': 1.0, 'x_10_35': 1.0, 'x_12_6': 1.0, 'x_13_42': 1.0, 'x_14_22': 1.0, 'x_15_16': 1.0, 'x_16_12': 1.0, 'x_19_44': 1.0, 'x_20_49': 1.0, 'x_21_50': 1.0, 'x_22_3': 1.0, 'x_25_19': 1.0, 'x_27_36': 1.0, 'x_30_21': 1.0, 'x_31_46': 1.0, 'x_33_27': 1.0, 'x_35_25': 1.0, 'x_36_41': 1.0, 'x_37_48': 1.0, 'x_39_20': 1.0, 'x_41_31': 1.0, 'x_42_51': 1.0, 'x_43_30': 1.0, 'x_44_52': 1.0, 'x_45_43': 1.0, 'x_46_37': 1.0, 'x_48_14': 1.0, 'x_49_9': 1.0, 'x_50_1': 1.0, 'x_51_56': 1.0, 'x_52_15': 1.0, 'x_53_5': 1.0, 'x_56_53': 1.0, 'auto_3_4': 1.0, 'auto_3_23': 1.0, 'auto_3_26': 1.0, 'auto_3_40': 1.0, 'auto_3_55': 1.0, 'auto_16_17': 1.0, 'auto_16_32': 1.0, 'auto_16_38': 1.0, 'auto_16_47': 1.0, 'auto_16_58': 1.0, 'auto_46_11': 1.0, 'auto_46_18': 1.0, 'auto_46_24': 1.0, 'auto_46_34': 1.0, 'auto_46_54': 1.0, 'auto_50_28': 1.0, 'auto_50_29': 1.0, 'auto_50_57': 1.0, 'auto_50_59': 1.0, 'auto_50_60': 1.0, 'y_auto_3': 1.0, 'y_auto_16': 1.0, 'y_auto_46': 1.0, 'y_auto_50': 1.0}",longDistances_instance,Nuevo,Refrigerados=Disabled,{'ns0_hf1_cuts0_ps1'}
